Classification,Source,Question,Answer
avoided_adjective.txt,LouDobbsTonight/0502-24-ldt.01.txt,"A: We're talking about counterinsurgency operations basically.  One fine point on this, and you just touched on this point, there's a discussion over whether there should be, what they call, explicit concurrence of the U.S. ambassadors in those countries, that they know that they're going in.  Do you think that is quite an important point, isn't it?","B: Well, it is an important point."
adjectives_cnn.txt,TheSituationRoom/0707-17-sitroom.01.txt,A: Do you think this is accurate?  Do you -- this national intelligence estimate that was released today?  Do you have confidence in it?,"B: Well, after the last few years, I'm a bit more skeptical than I'd like to be about these things for all the obvious reasons."
adjectives_cnn.txt,LarryKingLive/0104-12-lkl.00.txt,A: I walk four miles a day.  Is that good exercise and is that enough exercise?,"B: Well, I think that is terrific."
adjectives_cnn.txt,LouDobbsTonight/0409-08-ldt.00.txt,A: It's necessary for us to take a commercial break here. Could I ask you to stay with us?  We could return to this issue and others immediately after the commercial break.  Are you comfortable with that?,B: I'd be happy to do that.
adjectives_cnn.txt,LateEdition/0505-15-le.01.txt,"A: If the Democrats, Senator Lugar, were to go ahead and use that filibuster rule to try to set back the Bolton nomination, would that be unprecedented?  Would that be acceptable?","B: Well, it wouldn't be unprecedented."
negation_cnn.txt,LarryKingLive/0503-30-lkl.01.txt,"A: Was it hard for you to be a second -- you were a second chair, too, right?   Was that hard?","B: Well, it wasn't particularly hard given the fact that I got into the case later."
adjectives_cnn.txt,TheSituationRoom/0509-19-sitroom.03.txt,A: Is this hurricane season extraordinary?,B: Very unusual in the sense of how many storms we've had and how intense the landfalls have been so far.
adjectives_cnn.txt,LateEdition/0111-25-le.00.txt,"A: In the short term, the airstrikes, the U.S.  bombing campaign, will continue, but it'll be focused mostly around Kandahar, right?  There's no need elsewhere around the country. Am I wrong?",B: I think that's right.
adverb_adjectives_cnn.txt,TheSituationRoom/0511-09-sitroom.01.txt,"A: You are retired now. You were the deputy director, the acting director. Is it getting better, the human -- as they call it, the human intelligence?",B: It's gradually getting better.
adjectives_cnn.txt,LateEdition/0210-20-le.00.txt,A: What's your prognosis?  Does he have a good chance of making it or not?,"B: The chances are fair to good, I would say."
numeric.txt,sw06utt/sw_0636_2079.utt,A: Have you been in your house long?,B: We've been in it six years.
negation_cnn.txt,AndersonCooper360/0705-14-acd.01.txt,"A: It is well known, though, that certainly, in the journalism community, that if you do a story on the Church of Scientology, you are going to be hearing from attorneys, that you -- the church has a reputation of being very aggressive in going after or in protecting their public relations.  Is that fair?",B: I don't think that's a fair statement.
negation_cnn.txt,AndersonCooper360/0807-17-acd.02.txt,"A: The press coverage on this upcoming Obama trip is going to be intense.  Rightly or wrongly, I mean John McCain takes trips to Iraq; he certainly doesn't get this kind of coverage.  Is this fair?","B: Well, politics like love isn't fair."
adjectives_cnn.txt,LarryKingLive/0809-25-lkl.01.txt,A: We're almost out of town.  Aren't you rich?,B: I'm doing pretty good.
adverb_adjectives_cnn.txt,TheSituationRoom/0509-26-sitroom.03.txt,"A: It sort of looks, these pictures, like Gulfport or Biloxi.  Is it similar to what we saw in the immediate aftermath of Katrina?",B: Very similar to what we saw.
adverb_adjectives_cnn.txt,LarryKingLive/0311-18-lkl.00.txt,"A: So why don't we say two things are -- two things are possible.  He might have harmed him, the kid might be lying.  Is that true?",B: Absolutely true.
negation_cnn.txt,LouDobbsTonight/0309-25-ldt.00.txt,"A: In early impressions as a result of your hearing, are you satisfied with what the Saudis are doing?","B: Oh, I'm not satisfied at all."
adjectives_cnn.txt,LarryKingLive/0209-12-lkl.00.txt,A: Age of terror.  Are you concerned civil liberties?,B: I am worried to death about civil liberties.
adjectives_cnn.txt,AndersonCooper360/0706-29-acd.01.txt,A: Do you think it's a little dangerous handing out guns in a bank?,B: Provocative.
adjectives_cnn.txt,TheSituationRoom/0602-10-sitroom.01.txt,"A: Here is what the president said last year, February 13th almost exactly two years ago, he said, 2004, &quot;I based my decision to go to war on the best intelligence possible, intelligence that had been gathered over the years, intelligence that not only our analysts thought was valid but analysts from other countries thought were valid.  And I made a decision based upon that intelligence in the context of the war on terror.&quot;  Was that an accurate statement?",B: A lot of people thought it was valid.
adjectives_cnn.txt,AndersonCooper360/0605-02-acd.01.txt,"A: Bill, you're a student of history, as well as of poll numbers.  How hard will it be for the president to turn numbers around?  Is it even possible?","B: Well, I won't say it's impossible."
adjectives_cnn.txt,LarryKingLive/0802-22-lkl.01.txt,A: Tell me about this -- the MTV music -- &quot;The Randy Jackson Presents America's Best Dance Crew.&quot;  Is it like the ABC show?,"B: It's very different, you know, than the ABC show."
adverb_adjectives_cnn.txt,LateEdition/0106-03-le.00.txt,"A: But you've seen some dramatic developments over the past few years.  Are you optimistic that there can be a cure for breast cancer within, let's say, our lifetime?","B: I am extraordinarily optimistic that within the next few years we will have a real management process for this disease, that it will become, in essence, more chronic."
adverb_adjectives_cnn.txt,LateEdition/0112-23-le.00.txt,A: All right.  The September 11 victims will receive an average of $1.5 billion from the government and other sources.  Is the payout distribution fair?,B: It's about as fair as you can get under the circumstances.
numeric.txt,sw00utt/sw_0007_4171.utt,A: Do you happen to be working for a large firm?,B: It's about three hundred and fifty people.
adverb_adjectives_cnn.txt,LateEdition/0801-20-le.01.txt,"A: Let me get your response to a specific proposal that Senator Clinton has put forward to deal with the problems of mortgages and housing foreclosures.  She wants a 90-day moratorium on any foreclosures right now, and basically a five-year freeze on interest rates for people who are having trouble if their interest rates on their mortgages go up.  Is that a good idea, what she is proposing?",B: I think those are perfectly good ideas.
avoided_adjective.txt,TheSituationRoom/0509-20-sitroom.03.txt,"A: But as far as hurricane winds are one thing, but they have given the nature of their levees right now and the flood wall -- they've tried to rebuild them with these sand bags to a certain degree, they're worried about significant rain, and what that could do in terms of breaking those flood walls and levees once again.  Are they going to get some significant rain?",B: There is some rainfall to be expected from Rita.
adverb_adjectives_cnn.txt,AndersonCooper360/0609-27-acd.01.txt,A: It's quite good.  Is it good?,B: It's very good.
negation_cnn.txt,LateEdition/0405-02-le.00.txt,"A: What about this notion that you threw out there this past week about reviving the draft, in order to get enough manpower, in order to get more Americans involved in military service?  There's been a big uproar as a result of what you suggested. Is it a good idea?","B: Well, I don't know if it's a good idea."
adjectives_cnn.txt,LarryKingLive/0103-24-lklw.00.txt,A: Is the Ramsey case a good example of that?,B: Ramsey case is an excellent example.
adverb_adjectives_cnn.txt,LouDobbsTonight/0510-04-ldt.01.txt,"A: The fact that you were able to constrain, your attorneys and you were able to constrain your testimony before the grand jury narrowly.  Was that worth it?",B: It was definitely worth it.
negation_cnn.txt,LarryKingLive/0005-19-lkl.00.txt,A: There is always perspective in second-guessing after something like this.  Some are saying that there were a lot of party pushing Rudy not to run.  Is that true?,B: That's absolutely not true.
adjectives_cnn.txt,LateEdition/0308-03-le.00.txt,"A: We're almost out of time, but let's go through this scenario.  Al Gore, the man you ran with, the man who got half a million more votes on your ticket together in 2000, as opposed to George W. Bush, but lost the election, obviously.  There is some speculation that he might reconsider his decision not to run, because of the Howard Dean factor.  He might not be electable, and because none of the other Democratic candidates are necessarily resonating out there right now.  Do you see that as possible?","B: Well, I'd be real surprised."
numeric.txt,sw04utt/sw_0489_3238.utt,A: Are your kids young?,B: Five and two year-old.
adverb_adjectives_cnn.txt,AndersonCooper360/0705-15-acd.02.txt,A: Clearly the Giuliani camp has been very concerned over the last week or so or since the last debate about how he would respond to this question.  Are they going to be happy tonight?,B: They say they are more happy tonight.
adverb_adjectives_cnn.txt,LarryKingLive/0008-18-lkl.00.txt,A: The prime minister said today the situation is catastrophic.  Is that a good word as you would see it?,B: I think that's a pretty good word.
negation_cnn.txt,LateEdition/0410-10-le.01.txt,A: Can you work it out so that there will be a good bill that will emerge?  Are you optimistic before the end of this session?,B: I'm not optimistic if they hold on to their current position that the national intelligence director can only recommend a budget and tasking and all the other authorities.
adverb_adjectives_cnn.txt,TheSituationRoom/0510-14-sitroom.02.txt,A: One quick follow up. It's dark behind you. I don't remember the last time you've done a live shot for this program where it's been completely a blackout in the Iraqi capital of 7 or 8 million people. Is this unusual?,B: It is highly unusual.
adjectives_cnn.txt,LarryKingLive/0808-28-lkl.01.txt,A: You said it was an advertisement.  Advertisements can be good or bad.  Was it a good ad?,B: It was a great ad.
adjectives_cnn.txt,LarryKingLive/0104-14-lklw.00.txt,A: We kept hearing back here how good the food was.  Was it that good what they brought you?,B: The food was not bad.
adjectives_cnn.txt,AndersonCooper360/0704-10-acd.02.txt,"A: You know, there are some people who are watching this today -- I got some e-mails from people last night, saying, look, this is phony outrage.  People aren't really upset about this.  And you're talking about this stuff, kind of smiling.  But are you upset about this?  Are you angry?",B: I'm aggravated.
avoided_adjective.txt,LouDobbsTonight/0502-24-ldt.01.txt,"A: We're talking about counterinsurgency operations basically.  One fine point on this, and you just touched on this point, there's a discussion over whether there should be, what they call, explicit concurrence of the U.S. ambassadors in those countries, that they know that they're going in.  Do you think that is quite an important point, isn't it?","B: Well, it is an important point."
adjectives_cnn.txt,LarryKingLive/0108-05-lklw.00.txt,"A: This is, of course, all very tabloidish and messy.  Is it hard for you?",B: It's been extremely difficult for me.
adjectives_cnn.txt,LarryKingLive/0602-10-lkl.01.txt,A: When you got up in the morning did you feel rescued?  Did you feel different?,B: I felt empowered.
numeric.txt,sw00utt/sw_0087_2775.utt,A: Do you have a big lot or anything like that?,B: The whole lot I'm sitting on is roughly half an acre.
numeric.txt,sw01utt/sw_0160_3467.utt,Q: Are your kids little?,A: I have a seven year-old and a ten year-old.
adverb_adjectives_cnn.txt,LouDobbsTonight/0402-16-ldt.00.txt,"A: The biggest newspaper in your state, &quot;The Milwaukee Journal Sentinel,&quot; endorsing John Edwards, will that have a significant effect on the outcome tomorrow?",B: I'm suspect it will have some effect.
adjectives_cnn.txt,LateEdition/0101-14-le.00.txt,"A: Earlier today Orrin Hatch, the next chairman in a few days of the Judiciary Committee, was asked, Ronnie White is going to testify before the panel this week and make the case that what Senator Ashcroft and other Republicans including yourself did to him was unfair, but Senator Hatch said there was no plans, and he does not think it necessary, to bring victims of crimes who were affected by some of Justice White's decisions before the judiciary committee.  Do you agree with Senator Hatch that it's not necessary to bring any of those victims before the panel?",B: I don't know that it's necessary.
adjectives_cnn.txt,LarryKingLive/0008-28-lkl.00.txt,A: Is health going to be a big issue?,B: I think health is going to be a major issue.
adverb_adjectives_cnn.txt,LarryKingLive/0206-27-lkl.00.txt,"A: Were you surprised that Ed, in part payment, had given him a white Cherokee?  Is that unusual for Ed, or is that the way Ed operates?",B: It was a little bit unusual.
adjectives_cnn.txt,AndersonCooper360/0601-31-acd.01.txt,"A: Since 9/11, whenever the president has argued with the Democrats on issue of terrorism, he almost always has prevailed.  Are Republicans confident that, in this election year, he can help them prevail, as well?",B: Republicans are nervous.
adjectives_cnn.txt,TheSituationRoom/0707-26-sitroom.03.txt,A: Two people are dead.  Is that right?,B: That's unconfirmed.
adjectives_cnn.txt,AndersonCooper360/0507-04-acd.01.txt,A: Neurotic. Are you neurotic?,B: I think I'm just wise.
numeric.txt,sw04utt/sw_0418_3275.utt,A: Have you done a lot of interviews?,B: Fifteen or twenty I guess.
adverb_adjectives_cnn.txt,LarryKingLive/0708-09-lkl.01.txt,A: I asked Mr. Murray if he was cautiously optimistic.   He said he was optimistic not cautiously optimistic.  Are you optimistic?,B: I'm very optimistic at this point.
negation_cnn.txt,LarryKingLive/0211-07-lkl.00.txt,"A: What is it like, because you know when people -- when you come in the door, the first thing people see -- and as beautiful as you are -- is black, right?  Are you aware of that?",B: I'm not always aware of that.
adverb_adjectives_cnn.txt,LarryKingLive/0203-12-lkl.00.txt,A: Is that deliberate?,"B: Well, it's half deliberate."
